dosya_adi,etiket,isik_siddeti_ortalamasi,standart_sapma,maksimum_deger,parlaklik_95,medyan,parlak_piksel_orani,kontrast,hist_0,hist_1,hist_2,hist_3,hist_4,hist_5,hist_6,hist_7,hist_8,hist_9,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15
Au_ani_0056.jpg,0,0.5051066080729166,1.839008503356788,30,4.0,0.0,4.0690104166666664e-05,30,98094,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0057.jpg,0,0.17529296875,1.158207413578081,31,0.0,0.0,0.00011189778645833333,31,98200,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0058.jpg,0,1.051727294921875,3.6938449102804594,61,8.0,0.0,0.0033365885416666665,61,96542,1630,123,9,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0059.jpg,0,3.183990478515625,5.491601405478564,57,15.0,0.0,0.005869547526041667,57,93616,4519,162,7,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0060.jpg,0,51.295623779296875,29.45433585689155,231,107.0,46.0,0.8113199869791666,231,7098,20128,23850,18902,12605,7510,4153,2155,1057,495,206,94,29,18,4,0
Au_ani_0061.jpg,0,15.77642822265625,14.473490135487086,226,43.0,13.0,0.16304524739583334,226,58936,29167,6521,2203,847,366,147,63,27,14,10,2,0,0,1,0
Au_ani_0062.jpg,0,6.829213460286458,5.822742837797175,51,18.0,6.0,0.004608154296875,51,89340,8886,77,1,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0063.jpg,0,6.926930745442708,5.800988740979483,45,18.0,6.0,0.0037740071614583335,45,89114,9146,44,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0064.jpg,0,6.798014322916667,8.029159410688194,120,20.0,4.0,0.025014241536458332,120,87822,8967,1012,330,122,38,8,5,0,0,0,0,0,0,0,0
Au_ani_0065.jpg,0,2.6475118001302085,4.286375585438979,34,13.0,0.0,0.000518798828125,34,96186,2115,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0066.jpg,0,21.767262776692707,16.92354556531886,176,55.0,18.0,0.309844970703125,176,42178,34924,13253,5050,1912,672,224,58,26,5,1,1,0,0,0,0
Au_ani_0067.jpg,0,5.474853515625,5.606918854508448,45,17.0,4.0,0.0030721028645833335,45,91656,6602,46,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0068.jpg,0,5.88446044921875,5.495264686809061,36,17.0,4.0,0.002197265625,36,91539,6749,16,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0069.jpg,0,4.937662760416667,5.588144229575709,50,16.0,3.0,0.004119873046875,50,92356,5835,111,2,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0070.jpg,0,4.57818603515625,6.107963743428898,106,16.0,2.0,0.0086669921875,106,92545,5323,313,88,29,4,2,0,0,0,0,0,0,0,0,0
Au_ani_0071.jpg,0,5.194173177083333,7.014332673749552,122,19.0,2.0,0.013692220052083334,122,89542,8157,507,61,17,13,1,6,0,0,0,0,0,0,0,0
Au_ani_0072.jpg,0,11.745229085286459,10.938752840467881,126,32.0,9.0,0.09211222330729167,126,72442,20553,3887,1015,284,86,25,12,0,0,0,0,0,0,0,0
Au_ani_0073.jpg,0,9.60211181640625,7.3870365186935905,79,23.0,9.0,0.029296875,79,79198,17951,1053,96,6,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0074.jpg,0,5.981964111328125,7.175236524961508,74,20.0,3.0,0.017679850260416668,74,87854,9718,626,99,7,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0075.jpg,0,6.138326009114583,5.779332666056005,50,17.0,4.0,0.004069010416666667,50,90375,7853,75,1,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0076.jpg,0,7.655497233072917,6.702764617727741,68,20.0,6.0,0.017171223958333332,68,86098,11560,597,46,3,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0077.jpg,0,11.119646706586826,12.5472702232328,197,34.0,8.0,0.09359880239520958,197,127731,29208,6319,2263,904,351,129,48,18,13,10,5,1,0,0,0
Au_ani_0078.jpg,0,5.875335693359375,6.835414592293612,129,18.0,4.0,0.015034993489583334,129,89676,7896,565,117,33,12,2,2,1,0,0,0,0,0,0,0
Au_ani_0079.jpg,0,7.885406494140625,6.1177429839023745,70,19.0,7.0,0.006551106770833333,70,86284,11897,115,7,1,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0080.jpg,0,7.475758870442708,6.310796614065147,106,19.0,6.0,0.007802327473958333,106,87156,10929,169,32,8,8,2,0,0,0,0,0,0,0,0,0
Au_ani_0081.jpg,0,7.00238037109375,7.49702051480843,164,20.0,5.0,0.021484375,164,87769,9392,815,225,73,19,7,1,2,0,1,0,0,0,0,0
Au_ani_0082.jpg,0,6.40130615234375,5.769551501715295,44,18.0,5.0,0.004557291666666667,44,90129,8114,61,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0083.jpg,0,8.4654541015625,6.707655479384723,81,20.0,7.0,0.015004475911458334,81,83557,14289,390,55,10,3,0,0,0,0,0,0,0,0,0,0
Au_ani_0084.jpg,0,4.941650390625,5.2567611576576985,43,16.0,3.0,0.0018513997395833333,43,93260,5025,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0085.jpg,0,5.76416015625,5.536336718635383,41,17.0,4.0,0.0024922688802083335,41,91746,6535,23,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0086.jpg,0,5.028635660807292,5.504337695465914,82,16.0,3.0,0.0036519368489583335,82,92587,5634,68,12,2,1,0,0,0,0,0,0,0,0,0,0
Au_ani_0087.jpg,0,6.492411295572917,5.69695579825702,86,17.0,5.0,0.004018147786458333,86,90681,7510,84,18,8,3,0,0,0,0,0,0,0,0,0,0
Au_ani_0088.jpg,0,10.060862223307291,13.803093096901405,166,37.0,6.0,0.089874267578125,166,78779,13127,3481,1620,727,319,146,77,23,3,2,0,0,0,0,0
Au_ani_0089.jpg,0,7.58648681640625,6.201439515293035,73,19.0,7.0,0.008107503255208334,73,87075,11002,197,27,3,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0090.jpg,0,7.709452311197917,7.726252690715738,79,22.0,6.0,0.030792236328125,79,84576,12196,1348,163,21,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0091.jpg,0,8.187611897786459,6.850825212261659,86,20.0,7.0,0.017191569010416668,86,83970,13790,477,57,6,4,0,0,0,0,0,0,0,0,0,0
Au_ani_0092.jpg,0,6.254292805989583,5.89727774576957,61,18.0,5.0,0.006072998046875,61,90294,7799,197,14,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0093.jpg,0,7.596872965494792,6.261619633908958,52,19.0,6.0,0.009297688802083334,52,86543,11543,215,3,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0094.jpg,0,6.853892008463542,6.08335656364644,62,18.0,5.0,0.007802327473958333,62,88715,9364,208,17,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0095.jpg,0,7.596588134765625,6.51220410019827,94,19.0,6.0,0.0118408203125,94,86527,11352,362,49,11,3,0,0,0,0,0,0,0,0,0,0
Au_ani_0096.jpg,0,6.4571533203125,7.392987593779618,109,20.0,4.0,0.020263671875,109,87780,9499,824,155,30,10,6,0,0,0,0,0,0,0,0,0
Au_ani_0097.jpg,0,5.658742268880208,5.445374920148016,49,16.0,4.0,0.0029296875,49,92086,6159,58,1,0,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0098.jpg,0,7.408884684244792,6.612952360119009,67,19.0,6.0,0.014241536458333334,67,86722,11059,470,52,1,0,0,0,0,0,0,0,0,0,0,0
Au_ani_0099.jpg,0,26.375,21.868502569275194,242,69.0,21.0,0.402496337890625,242,34294,34866,15775,6986,3271,1629,768,369,197,80,44,12,8,3,1,1
Au_ani_0100.jpg,0,37.312835693359375,26.9420335655518,254,90.0,31.0,0.6075439453125,254,18601,31361,22047,12025,6672,3585,1951,1015,560,268,115,58,28,13,3,2
Au_arc_0001.jpg,0,0.8945821126302084,2.786877927483435,44,7.0,0.0,0.000274658203125,44,97578,724,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0002.jpg,0,0.185455322265625,1.1158571443255232,25,1.0,0.0,0.0,25,98236,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0003.jpg,0,0.4777730305989583,1.86756728309406,41,3.0,0.0,0.00019327799479166666,41,98074,224,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0004.jpg,0,1.1051025390625,3.102677566019139,45,8.0,0.0,0.0006510416666666666,45,97338,953,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0005.jpg,0,0.8388773600260416,3.121334077798524,67,6.0,0.0,0.0018412272135416667,67,97173,1063,61,5,2,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0006.jpg,0,0.4335123697916667,1.9259553907514826,30,3.0,0.0,2.0345052083333332e-05,30,98030,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0007.jpg,0,0.183563232421875,1.2952683692682343,27,0.0,0.0,1.0172526041666666e-05,27,98149,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0008.jpg,0,2.278076171875,4.22083584354523,40,12.0,0.0,0.0015970865885416667,40,96195,2083,26,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0009.jpg,0,1.2438456217447917,3.5090270502588896,42,9.0,0.0,0.00128173828125,42,96923,1352,29,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0010.jpg,0,16.1444091796875,19.14209761748057,244,55.0,10.0,0.22227986653645834,244,60956,21254,8876,4011,1895,770,313,122,57,29,13,6,0,0,0,2
Au_arc_0011.jpg,0,18.421040852864582,24.071541675663152,232,68.0,10.0,0.2582295735677083,232,59311,18862,9073,5099,2751,1585,825,396,212,99,53,22,6,7,3,0
Au_arc_0012.jpg,0,14.842814127604166,16.37805028217735,218,45.0,11.0,0.169189453125,218,62026,25272,6620,2409,1058,473,228,121,53,20,12,6,5,1,0,0
Au_arc_0013.jpg,0,11.66705322265625,17.999598930122843,218,49.0,4.0,0.14546712239583334,218,73070,14450,5614,2644,1297,638,326,137,70,33,20,3,1,1,0,0
Au_arc_0014.jpg,0,18.367472330729168,22.15170864051397,227,64.0,12.0,0.2668355305989583,227,56881,21330,10049,5077,2638,1211,617,288,122,57,22,8,2,1,1,0
Au_arc_0015.jpg,0,22.15283203125,20.624688250179663,243,64.0,17.0,0.304962158203125,243,45016,31747,11535,5089,2516,1280,589,298,133,51,28,15,6,0,0,1
Au_arc_0016.jpg,0,14.902587890625,20.83817957508148,235,58.0,6.0,0.19915771484375,235,66111,17149,7434,3734,1864,1029,509,258,123,52,22,11,5,1,2,0
Au_arc_0017.jpg,0,16.563557942708332,22.12327460103532,219,62.0,8.0,0.23802693684895834,219,61431,18756,8961,4625,2269,1150,578,270,129,80,32,13,7,3,0,0
Au_arc_0018.jpg,0,13.443684895833334,18.71039932669828,255,52.0,6.0,0.16782633463541666,255,69628,16220,6380,3067,1595,791,334,150,83,33,14,5,2,0,0,2
Au_arc_0019.jpg,0,18.433197021484375,21.00080925846666,215,61.0,13.0,0.2544047037760417,215,55939,23878,9646,4479,2215,1110,579,255,107,47,36,9,3,1,0,0
Au_arc_0020.jpg,0,20.395497639973957,19.10353028784397,234,58.0,16.0,0.2779337565104167,234,47830,31306,11104,4388,1962,915,437,191,102,41,16,7,2,2,1,0
Au_arc_0021.jpg,0,16.24603271484375,19.244043910811662,223,55.0,10.0,0.21921793619791666,223,60916,21450,8800,3908,1786,812,357,155,63,31,18,4,2,2,0,0
Au_arc_0022.jpg,0,14.747060139973959,18.65375516867059,203,54.0,9.0,0.18858846028645834,203,65056,19541,7256,3415,1708,756,328,152,59,22,7,2,2,0,0,0
Au_arc_0023.jpg,0,13.3060302734375,15.97793182079323,187,44.0,9.0,0.14909871419270834,187,66791,21549,5872,2272,1030,446,188,87,43,12,9,5,0,0,0,0
Au_arc_0024.jpg,0,15.678904215494791,16.88190674495865,187,49.0,11.0,0.19118245442708334,187,61260,23830,7789,3155,1305,571,231,107,37,12,6,1,0,0,0,0
Au_arc_0025.jpg,0,16.775187174479168,18.1488202279056,191,53.0,12.0,0.21620686848958334,191,58738,24463,8642,3550,1649,710,342,117,59,19,9,6,0,0,0,0
Au_arc_0026.jpg,0,17.694956461588543,22.031520494473305,228,63.0,10.0,0.2526143391927083,228,59949,18931,9486,5040,2548,1303,585,259,121,53,16,9,1,2,1,0
Au_arc_0027.jpg,0,14.713063557942709,18.360522843046066,211,52.0,8.0,0.19439697265625,211,64176,20282,7686,3410,1556,670,316,124,54,15,9,4,0,2,0,0
Au_arc_0028.jpg,0,14.547963460286459,18.405089874693356,200,52.0,9.0,0.17732747395833334,200,66353,18986,6780,3308,1510,736,360,159,55,34,14,6,3,0,0,0
Au_arc_0029.jpg,0,2.026702880859375,3.8138777513677296,40,11.0,0.0,0.00048828125,40,96754,1537,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0030.jpg,0,0.7696940104166666,3.3870226645341908,81,5.0,0.0,0.0034077962239583335,81,97203,901,152,37,10,1,0,0,0,0,0,0,0,0,0,0
Au_arc_0031.jpg,0,5.091684977213542,5.470978566845756,45,16.0,3.0,0.003082275390625,45,92473,5750,81,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0032.jpg,0,7.275675455729167,6.995082904904982,62,20.0,5.0,0.019205729166666668,62,86013,11479,752,60,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0033.jpg,0,8.209238688151041,7.394167833548121,83,22.0,7.0,0.02490234375,83,82608,14738,874,77,5,2,0,0,0,0,0,0,0,0,0,0
Au_arc_0034.jpg,0,10.239308675130209,12.919136423599493,180,28.0,7.0,0.061350504557291664,180,78404,15913,1905,853,544,317,180,100,61,20,6,1,0,0,0,0
Au_arc_0035.jpg,0,5.652669270833333,6.052320387066564,112,18.0,4.0,0.006245930989583333,112,90232,7918,138,11,2,0,2,1,0,0,0,0,0,0,0,0
Au_arc_0036.jpg,0,8.166035970052084,7.0243788481603255,66,21.0,7.0,0.019236246744791668,66,83274,14357,640,32,1,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0037.jpg,0,5.486094156901042,5.912513377577061,55,17.0,3.0,0.005839029947916667,55,90808,7363,127,6,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0038.jpg,0,9.663889567057291,12.427558470823916,164,30.0,7.0,0.06647745768229167,164,79604,14077,2504,1140,544,233,109,58,29,5,1,0,0,0,0,0
Au_arc_0039.jpg,0,6.171529134114583,6.783231094232637,119,19.0,4.0,0.01153564453125,119,88934,8929,322,76,25,13,3,2,0,0,0,0,0,0,0,0
Au_arc_0040.jpg,0,7.303466796875,7.668184641077232,78,21.0,5.0,0.024922688802083332,78,85315,11630,1167,174,18,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0041.jpg,0,4.474385579427083,5.5662874648226754,71,16.0,2.0,0.0030415852864583335,71,92915,5299,73,13,4,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0042.jpg,0,6.25067138671875,6.8274493102289,73,19.0,4.0,0.015848795572916668,73,87937,9766,561,38,2,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0043.jpg,0,10.399678548177084,9.571026030927381,147,28.0,8.0,0.06657918294270833,147,75976,18911,2744,511,102,39,10,5,5,1,0,0,0,0,0,0
Au_arc_0044.jpg,0,5.904001871744792,6.0107436445754185,93,17.0,4.0,0.005482991536458333,93,90857,7246,133,43,19,6,0,0,0,0,0,0,0,0,0,0
Au_arc_0045.jpg,0,5.54827880859375,6.231291064443857,66,18.0,3.0,0.007151285807291667,66,89812,8330,160,1,1,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0046.jpg,0,7.071492513020833,6.227828145543655,44,19.0,6.0,0.006683349609375,44,87262,10933,109,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0047.jpg,0,5.978068033854167,6.749812155801119,113,18.0,4.0,0.011932373046875,113,89418,8329,415,100,30,10,1,1,0,0,0,0,0,0,0,0
Au_arc_0048.jpg,0,7.018961588541667,7.570960595053833,117,20.0,5.0,0.0185546875,117,86633,10782,587,178,71,39,13,1,0,0,0,0,0,0,0,0
Au_arc_0049.jpg,0,6.014251708984375,5.886339892347719,49,18.0,4.0,0.003631591796875,49,90057,8189,57,1,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0050.jpg,0,6.51995849609375,6.952107282605062,123,19.0,4.0,0.013071695963541666,123,86678,11258,332,23,9,2,1,1,0,0,0,0,0,0,0,0
Au_arc_0051.jpg,0,5.38623046875,6.088522398444742,83,18.0,3.0,0.005757649739583333,83,90379,7781,133,8,1,2,0,0,0,0,0,0,0,0,0,0
Au_arc_0052.jpg,0,6.3909912109375,5.830203304086406,39,18.0,5.0,0.004374186197916667,39,89898,8348,58,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0053.jpg,0,7.093332926432292,6.992369840499569,96,19.0,5.0,0.015126546223958334,96,87060,10552,536,107,34,14,1,0,0,0,0,0,0,0,0,0
Au_arc_0054.jpg,0,3.8580729166666665,4.901993402709146,35,14.0,2.0,0.00091552734375,35,94594,3702,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Au_arc_0055.jpg,0,10.737945556640625,10.079461421951384,123,30.0,9.0,0.07664998372395833,123,73944,20167,3374,669,104,35,7,4,0,0,0,0,0,0,0,0
Au_arc_0056.jpg,0,8.639780680338541,6.887426088112787,92,21.0,8.0,0.017344156901041668,92,83249,14393,572,72,15,3,0,0,0,0,0,0,0,0,0,0
Au_arc_0057.jpg,0,4.551584879557292,5.232801004286468,35,16.0,3.0,0.001251220703125,35,93378,4920,6,0,0,0,0,0,0,0,0,0,0,0,0,0
